ckpt_path: ./log/train/model.ckpt-1011
Tensor("shigenet2/branch_crop/pw-conv3/Relu:0", shape=(?, 1, 1, 10), dtype=float32)
2209 1.0 [b'002885.jpg'] [b'IMG_2327'] izumikawa_r izumikawa_r
2210 1.0 [b'002886.jpg'] [b'IMG_2327'] izumikawa_r izumikawa_r
2211 1.0 [b'002887.jpg'] [b'IMG_2327'] izumikawa_r izumikawa_r
2212 1.0 [b'002888.jpg'] [b'IMG_2327'] izumikawa_r izumikawa_r
2213 1.0 [b'002889.jpg'] [b'IMG_2327'] izumikawa_r izumikawa_r
2214 1.0 [b'002890.jpg'] [b'IMG_2327'] izumikawa_r izumikawa_r
2215 1.0 [b'002891.jpg'] [b'IMG_2327'] izumikawa_r izumikawa_r
2216 1.0 [b'002892.jpg'] [b'IMG_2327'] izumikawa_r izumikawa_r
2217 1.0 [b'002893.jpg'] [b'IMG_2327'] izumikawa_r izumikawa_r
2218 1.0 [b'002894.jpg'] [b'IMG_2327'] izumikawa_r izumikawa_r
2219 1.0 [b'002895.jpg'] [b'IMG_2327'] izumikawa_r izumikawa_r
2220 1.0 [b'002896.jpg'] [b'IMG_2327'] izumikawa_r izumikawa_r
2221 1.0 [b'002897.jpg'] [b'IMG_2327'] izumikawa_r izumikawa_r
2222 1.0 [b'002898.jpg'] [b'IMG_2327'] izumikawa_r izumikawa_r
2223 1.0 [b'002899.jpg'] [b'IMG_2327'] izumikawa_r izumikawa_r
2224 1.0 [b'002900.jpg'] [b'IMG_2327'] izumikawa_r izumikawa_r
2225 1.0 [b'002901.jpg'] [b'IMG_2327'] izumikawa_r izumikawa_r
2226 1.0 [b'002902.jpg'] [b'IMG_2327'] izumikawa_r izumikawa_r
2227 1.0 [b'002903.jpg'] [b'IMG_2327'] izumikawa_r izumikawa_r
2228 1.0 [b'002904.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2229 1.0 [b'002905.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2230 0.0 [b'002906.jpg'] [b'IMG_2373'] izumikawa_r engi1_l
2231 1.0 [b'002907.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2232 1.0 [b'002908.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2233 1.0 [b'002909.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2234 1.0 [b'002910.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2235 1.0 [b'002911.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2236 1.0 [b'002912.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2237 1.0 [b'002913.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2238 1.0 [b'002914.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2239 1.0 [b'002915.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2240 1.0 [b'002916.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2241 1.0 [b'002917.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2242 1.0 [b'002918.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2243 1.0 [b'002919.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2244 1.0 [b'002920.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2245 1.0 [b'002921.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2246 1.0 [b'002922.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2247 0.0 [b'002923.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_l
2248 1.0 [b'002924.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2249 0.0 [b'002925.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_l
2250 0.0 [b'002926.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_l
2251 1.0 [b'002927.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2252 1.0 [b'002928.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2253 1.0 [b'002929.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2254 1.0 [b'002930.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2255 1.0 [b'002931.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2256 1.0 [b'002932.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2257 0.0 [b'002933.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_l
2258 1.0 [b'002934.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2259 1.0 [b'002935.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2260 0.0 [b'002936.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_l
2261 0.0 [b'002937.jpg'] [b'IMG_2373'] izumikawa_r engi1_l
2262 0.0 [b'002938.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_l
2263 1.0 [b'002939.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2264 1.0 [b'002940.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2265 0.0 [b'002941.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_l
2266 1.0 [b'002942.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2267 1.0 [b'002943.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2268 1.0 [b'002944.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2269 1.0 [b'002945.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2270 1.0 [b'002946.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2271 1.0 [b'002947.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2272 1.0 [b'002948.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2273 1.0 [b'002949.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2274 1.0 [b'002950.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2275 1.0 [b'002951.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2276 1.0 [b'002952.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2277 1.0 [b'002953.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2278 1.0 [b'002954.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2279 1.0 [b'002955.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2280 1.0 [b'002956.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2281 1.0 [b'002957.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2282 1.0 [b'002958.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2283 1.0 [b'002959.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2284 1.0 [b'002960.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2285 1.0 [b'002961.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2286 1.0 [b'002962.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2287 1.0 [b'002963.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2288 1.0 [b'002964.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2289 1.0 [b'002965.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2290 1.0 [b'002966.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2291 1.0 [b'002967.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2292 1.0 [b'002968.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2293 1.0 [b'002969.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2294 1.0 [b'002970.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2295 1.0 [b'002971.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2296 1.0 [b'002972.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2297 1.0 [b'002973.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2298 1.0 [b'002974.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2299 1.0 [b'002975.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2300 1.0 [b'002976.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2301 1.0 [b'002977.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2302 1.0 [b'002978.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2303 1.0 [b'002979.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2304 1.0 [b'002980.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2305 1.0 [b'002981.jpg'] [b'IMG_2373'] izumikawa_r izumikawa_r
2306 1.0 [b'002982.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2307 0.0 [b'002983.jpg'] [b'IMG_2351'] izumikawa_r engi1_l
2308 1.0 [b'002984.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2309 1.0 [b'002985.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2310 1.0 [b'002986.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2311 0.0 [b'002987.jpg'] [b'IMG_2351'] izumikawa_r engi1_l
2312 1.0 [b'002988.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2313 1.0 [b'002989.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2314 1.0 [b'002990.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2315 1.0 [b'002991.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2316 1.0 [b'002992.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2317 1.0 [b'002993.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2318 1.0 [b'002994.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2319 1.0 [b'002995.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2320 1.0 [b'002996.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2321 1.0 [b'002997.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2322 1.0 [b'002998.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2323 1.0 [b'002999.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2324 1.0 [b'003000.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2325 1.0 [b'003001.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2326 1.0 [b'003002.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2327 1.0 [b'003003.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2328 1.0 [b'003004.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2329 1.0 [b'003005.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2330 1.0 [b'003006.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2331 1.0 [b'003007.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2332 1.0 [b'003008.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2333 1.0 [b'003009.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2334 1.0 [b'003010.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2335 1.0 [b'003011.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2336 1.0 [b'003012.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2337 1.0 [b'003013.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2338 1.0 [b'003014.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2339 1.0 [b'003015.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2340 1.0 [b'003016.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2341 1.0 [b'003017.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2342 1.0 [b'003018.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2343 1.0 [b'003019.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2344 1.0 [b'003020.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2345 1.0 [b'003021.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2346 1.0 [b'003022.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2347 1.0 [b'003023.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2348 1.0 [b'003024.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2349 1.0 [b'003025.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2350 1.0 [b'003026.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2351 1.0 [b'003027.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2352 1.0 [b'003028.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2353 1.0 [b'003029.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2354 1.0 [b'003030.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2355 1.0 [b'003031.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2356 1.0 [b'003032.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2357 1.0 [b'003033.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2358 1.0 [b'003034.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2359 1.0 [b'003035.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2360 1.0 [b'003036.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2361 1.0 [b'003037.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2362 1.0 [b'003038.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2363 0.0 [b'003039.jpg'] [b'IMG_2351'] izumikawa_r engi1_l
2364 1.0 [b'003040.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2365 1.0 [b'003041.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2366 1.0 [b'003042.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2367 1.0 [b'003043.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2368 1.0 [b'003044.jpg'] [b'IMG_2351'] izumikawa_r izumikawa_r
2369 1.0 [b'003045.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2370 0.0 [b'003046.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2371 1.0 [b'003047.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2372 1.0 [b'003048.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2373 1.0 [b'003049.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2374 1.0 [b'003050.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2375 0.0 [b'003051.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2376 0.0 [b'003052.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2377 0.0 [b'003053.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2378 0.0 [b'003054.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2379 0.0 [b'003055.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2380 0.0 [b'003056.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2381 1.0 [b'003057.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2382 1.0 [b'003058.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2383 0.0 [b'003059.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2384 0.0 [b'003060.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2385 0.0 [b'003061.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2386 0.0 [b'003062.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2387 0.0 [b'003063.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2388 1.0 [b'003064.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2389 0.0 [b'003065.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2390 1.0 [b'003066.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2391 0.0 [b'003067.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2392 0.0 [b'003068.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2393 1.0 [b'003069.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2394 0.0 [b'003070.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2395 0.0 [b'003071.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2396 0.0 [b'003072.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2397 1.0 [b'003073.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2398 0.0 [b'003074.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2399 0.0 [b'003075.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2400 1.0 [b'003076.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2401 0.0 [b'003077.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2402 0.0 [b'003078.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2403 0.0 [b'003079.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2404 0.0 [b'003080.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2405 0.0 [b'003081.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2406 1.0 [b'003082.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2407 0.0 [b'003083.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2408 0.0 [b'003084.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2409 0.0 [b'003085.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2410 0.0 [b'003086.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2411 0.0 [b'003087.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2412 1.0 [b'003088.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2413 0.0 [b'003089.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2414 1.0 [b'003090.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2415 0.0 [b'003091.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2416 0.0 [b'003092.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2417 0.0 [b'003093.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2418 0.0 [b'003094.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2419 1.0 [b'003095.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2420 1.0 [b'003096.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2421 0.0 [b'003097.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2422 0.0 [b'003098.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2423 0.0 [b'003099.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2424 0.0 [b'003100.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2425 1.0 [b'003101.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2426 0.0 [b'003102.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2427 0.0 [b'003103.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2428 0.0 [b'003104.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2429 0.0 [b'003105.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2430 0.0 [b'003106.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2431 1.0 [b'003107.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2432 1.0 [b'003108.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2433 0.0 [b'003109.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2434 0.0 [b'003110.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2435 0.0 [b'003111.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2436 0.0 [b'003112.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2437 1.0 [b'003113.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2438 1.0 [b'003114.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2439 0.0 [b'003115.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2440 1.0 [b'003116.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2441 0.0 [b'003117.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2442 1.0 [b'003118.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2443 0.0 [b'003119.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2444 1.0 [b'003120.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2445 1.0 [b'003121.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2446 0.0 [b'003122.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2447 0.0 [b'003123.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2448 0.0 [b'003124.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2449 0.0 [b'003125.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2450 0.0 [b'003126.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2451 0.0 [b'003127.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2452 1.0 [b'003128.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2453 1.0 [b'003129.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2454 0.0 [b'003130.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2455 1.0 [b'003131.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2456 0.0 [b'003132.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2457 1.0 [b'003133.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2458 0.0 [b'003134.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2459 0.0 [b'003135.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2460 1.0 [b'003136.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2461 0.0 [b'003137.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2462 0.0 [b'003138.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2463 0.0 [b'003139.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2464 0.0 [b'003140.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2465 1.0 [b'003141.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2466 0.0 [b'003142.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2467 0.0 [b'003143.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2468 1.0 [b'003144.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2469 0.0 [b'003145.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2470 0.0 [b'003146.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2471 0.0 [b'003147.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2472 0.0 [b'003148.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2473 0.0 [b'003149.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2474 0.0 [b'003150.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2475 0.0 [b'003151.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2476 0.0 [b'003152.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2477 0.0 [b'003153.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2478 0.0 [b'003154.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2479 0.0 [b'003155.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2480 0.0 [b'003156.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2481 0.0 [b'003157.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2482 0.0 [b'003158.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2483 0.0 [b'003159.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2484 0.0 [b'003160.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2485 0.0 [b'003161.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2486 0.0 [b'003162.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2487 0.0 [b'003163.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2488 0.0 [b'003164.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2489 0.0 [b'003165.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2490 0.0 [b'003166.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2491 0.0 [b'003167.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2492 0.0 [b'003168.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2493 0.0 [b'003169.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2494 0.0 [b'003170.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2495 1.0 [b'003171.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2496 0.0 [b'003172.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2497 0.0 [b'003173.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2498 0.0 [b'003174.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2499 0.0 [b'003175.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2500 0.0 [b'003176.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2501 0.0 [b'003177.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r kawakami_bench
2502 0.0 [b'003178.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2503 0.0 [b'003179.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2504 1.0 [b'003180.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2505 0.0 [b'003181.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2506 0.0 [b'003182.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2507 0.0 [b'003183.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2508 1.0 [b'003184.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2509 0.0 [b'003185.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
